sentiment,content
sadness,Just got my ass kicked in Tripoly lol  I got such bad cards... i suck
sadness,Annnnnnddd another one bites the dust
sadness,"on my 42nd written fuck.. i get less ideas every day, and every day"
neutral,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here."
neutral,"Oh noes.  hey, what's my tatoo say?"
neutral,@astynes I don't have a VCR...
sadness,@hammett I wish I could have time for my xbox  project all tied
neutral,@MsAKAtainment I know right  but hopefully something comes up though
neutral,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!
sadness,And trash repops.  Getting it tomorrow night I suppose.
neutral,Huge headache...goodnight!!
sadness,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!
sadness,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj
sadness,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
neutral,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them"
sadness,Missing Everyone
neutral,its only 0.2! Just give me my 3 points!
sadness,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.
neutral,@ryanhalloran why not?
neutral,to Chicago... but why isn't my ride calling me back?
neutral,"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla"
neutral,I've got to catch the bus to work
sadness,@wired that is so sad
neutral,@pegbanditkitty absolutely nothin
neutral,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby
sadness,is still sick  sigh
sadness,i feel really weird
neutral,@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!
sadness,my throat hurts  gonna go read and go to bed. text mee!
neutral,mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR
sadness,fjdskal im really frustrated.
neutral,"@regent_lord Aww, you should've YouTubed it."
sadness,Wondering how come mcdonalds take so long to deliver my food.
sadness,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry"
neutral,Will miss nostalgia ... everyone please kick tushar
sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!
sadness,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit"
neutral,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj
neutral,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr
neutral,@summer_eyes I wish I knew!  The curse of Tumblr.
sadness,what a beautiful day - shame I've got to spend it in an office
neutral,Business exam tomorrow
sadness,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be
sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went
sadness,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school
sadness,Tummy hurts
neutral,back from grimsby  it sucks bein back but was amazin wknd anyway!!
sadness,farewelling an employee tonight...
neutral,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol"
sadness,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
sadness,@heavenlyriot Girls are confusing.
sadness,@ lyrically_Me   Why would you do that to me?!
sadness,Blackout in the city is never good
neutral,@angelazodiak Aww maybe i traumatized her.
happiness,"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1"
neutral,Ugh. Too much happened today. I really need a hug
neutral,@n3rin3 Ur pic is gone
neutral,how do you twitter?
sadness,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
neutral,@JWess awww  ok lol hopefully by than im still here and not back over in the states
sadness,@t_isfortammy Sad tweets are sad
neutral,@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!
sadness,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.
sadness,i miss rich
sadness,Headache of the century coming- I can feel it  Fuck.
sadness,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.
neutral,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney
sadness,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it
neutral,@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!
sadness,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...
sadness,@xMyLifesAStoryx rob got lucky that game he beat me 209-205
sadness,home from school had the shitest day today
sadness,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
neutral,FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.
sadness,Sitting by myself. Everyone took the good seats.
sadness,@sfannah Ahhhhh  Well at least I'm up to!
sadness,@DHughesy ME! oh wait wrong state
happiness,Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!
sadness,Sorry was that mean
sadness,"@rscheuer sorry, is only in spanish for the moment"
neutral,I signed up for an account on a political website so I could post a comment but it isn't working.
neutral,How Come I Can Never Sleep Past?? Not Good
neutral,@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def
happiness,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL
sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda
neutral,has an exam at 10am - I slept about 3 hours last night
sadness,not well
sadness,@Miss_Rain oh what the hell  way to tell me.
neutral,Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.
sadness,@theblackestsea oh crap!!
happiness,so carlie came over and she fell asleep on me
neutral,@3Gguy and within a short time of the last clue all of them
neutral,my phone still doesnt tweet
neutral,"@blindcripple Good idea Brain, you can't not be on Twitter..."
sadness,@shaundiviney i didnt get the msg!! :'( but i bought princess
neutral,@mrskutcher just checked library website and girl with dragon tattoo is checked out
sadness,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
sadness,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor"
sadness,@Madush oh my... now im offended.  ha
neutral,I'm at work
neutral,"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too"
sadness,The 3d version of Up sold out   regular version it is!
sadness,@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend
happiness,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!"
neutral,@CheetahmamiBia oooo ok   why  havent you accepted my friends request
neutral,just got home after killing a possum
neutral,... that's all
happiness,@allyycase suuure
neutral,@anshprat yahoo maps! lots more to desire #yahoo
sadness,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?
sadness,bed. with stomach ache
neutral,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts"
sadness,lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one
sadness,finally accepting the fact that all cute guys are taken
neutral,@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.
neutral,goodnight everyone.
sadness,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.
neutral,@IsaGoksu  http://yfrog.com/11z2ip  nothing there
sadness,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.
happiness,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!
happiness,"up early again  loads to do- but the suns out, hurrah!"
neutral,"really, realy want a netbook. mrr. Techno-lust sucks"
happiness,@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.
sadness,Matty is le tired.
neutral,@RichardGiles mine pools... just in someone elses pocket
sadness,@NellaGrl not really having a good night... missing my little girl...
neutral,@ndrew10 I know!!!! He didn't ask me
sadness,Nite Tweeple.  Tomorrow will be day 25 at work.
neutral,@MrsSOsbourne Ozzy isn't following you yet
sadness,Ahh man up and getting ready for work  I wanna sleep!!!
sadness,@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol
sadness,Wish I was at sri panwa now
neutral,I hate TweetDeck when it reaches access limits
neutral,@ANAIZZ you might want to get some rest...i promise you wont retain the knowledge sleepy
sadness,"wants to listen to musiq soulchild, but it is not on the iPod"
sadness,i miss seeing fireflies.....
sadness,@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry
happiness,@ColeDavid had  a little family party tonight   hope it rocked
sadness,Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!
sadness,@Saresa And I feel your pain.
sadness,2orw!!!!! Nooooooo I want to go back to Newcastle!!!!
sadness,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday"
neutral,"@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D"
neutral,I want a Monte Cristo sandwich sooo... BAd!!!
neutral,Just finished watching &quot;Marley and Me&quot;
sadness,@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!
neutral,@GeoffComma no fair
neutral,"Nina was on my lap, but just decided to jump off"
neutral,"the swine flu is in robina, gold coast"
